ITEM,INSTALL,DISCIPLINE,SUBCONTRACTOR,TAG,SYSTEM,DESCRIPTION,LEVEL,PQT DW,PQT BW,GQE,OBS
6776,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA72-BR51,FDS,Multisensor,7,,,,
6777,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA72-BR52,FDS,Multisensor,7,,,,
6778,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA72-BR53,FDS,Multisensor,7,,,,
6779,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA72-BR54,FDS,Multisensor,7,,,,
6780,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR01,FDS,Multisensor,8,,,,
6781,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR02,FDS,Multisensor,8,,,,
6782,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR03,FDS,Multisensor,8,,,,
6783,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR04,FDS,Multisensor,8,,,,
6784,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR08,FDS,Multisensor,8,,,,
6785,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR09,FDS,Multisensor,8,,,,
6786,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR13,FDS,Multisensor,8,,,,
6787,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR14,FDS,Multisensor,8,,,,
6788,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR15,FDS,Multisensor,8,,,,
6789,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR16,FDS,Multisensor,8,,,,
6790,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR17,FDS,Multisensor,8,,,,
6791,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR18,FDS,Multisensor,8,,,,
6792,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR19,FDS,Multisensor,8,,,,
6793,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR20,FDS,Multisensor,8,,,,
6794,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR21,FDS,Multisensor,8,,,,
6795,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR22,FDS,Multisensor,8,,,,
6796,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR23,FDS,Multisensor,5,,,,
6797,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR24,FDS,Multisensor,8,,,,
6798,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR25,FDS,Multisensor,8,,,,
6799,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR26,FDS,Multisensor,8,,,,
6800,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR27,FDS,Multisensor,8,,,,
6801,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR28,FDS,Multisensor,8,,,,
6802,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR30,FDS,Smoke Detector,8,,,,
6803,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR31,FDS,Smoke Detector,8,,,,
6804,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR32,FDS,Smoke Detector (Below False Ceiling),8,,,,
6805,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR33,FDS,Smoke Detector (Below False Ceiling),8,,,,
6806,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR34,FDS,Smoke Detector,8,,,,
6807,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR35,FDS,Smoke Detector,8,,,,
6808,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR40,FDS,Smoke Detector,8,,,,
6809,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR41,FDS,Smoke Detector,8,,,,
6810,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR42,FDS,Smoke Detector,8,,,,
6811,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR43,FDS,Smoke Detector,8,,,,
6812,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR44,FDS,Smoke Detector,8,,,,
6813,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR45,FDS,Smoke Detector,8,,,,
6814,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR46,FDS,Smoke Detector,8,,,,
6815,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR47,FDS,Smoke Detector,8,,,,
6816,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR48,FDS,Smoke Detector,8,,,,
6817,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR49,FDS,Smoke Detector,8,,,,
6818,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR50,FDS,Smoke Detector,8,,,,
6819,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR51,FDS,Smoke Detector,8,,,,
6820,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR57,FDS,Multisensor,8,,,,
6821,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR58,FDS,Multisensor,8,,,,
6822,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR59,FDS,Multisensor,8,,,,
6823,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR60,FDS,Multisensor,8,,,,
6824,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR61,FDS,Smoke Detector,8,,,,
6825,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR62,FDS,Smoke Detector,8,,,,
6826,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR63,FDS,Multisensor,8,,,,
6827,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR64,FDS,Multisensor,8,,,,
6828,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR65,FDS,Multisensor,8,,,,
6829,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR66,FDS,Multisensor,8,,,,
6830,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR67,FDS,Smoke Detector,8,,,,
6831,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR68,FDS,Smoke Detector,8,,,,
6832,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR69,FDS,Smoke Detector,8,,,,
6833,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR70,FDS,Smoke Detector,8,,,,
6834,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR71,FDS,Smoke Detector,8,,,,
6835,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR72,FDS,Smoke Detector,8,,,,
6836,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR73,FDS,Smoke Detector,8,,,,
6837,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR74,FDS,Multisensor,8,,,,
6838,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR75,FDS,Multisensor (Below False Ceiling),8,,,,
6839,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR76,FDS,Multisensor (Below False Ceiling),8,,,,
6840,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR77,FDS,Multisensor,8,,,,
6841,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR78,FDS,Multisensor,8,,,,
6842,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR81,FDS,Multisensor,8,,,,
6843,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR82,FDS,Smoke Detector,8,,,,
6844,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR83,FDS,Multisensor (Below False Ceiling),8,,,,
6845,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR84,FDS,Multisensor (Below False Ceiling),8,,,,
6846,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR89,FDS,Smoke Detector,8,,,,
6847,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR90,FDS,Smoke Detector,8,,,,
6848,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR91,FDS,Smoke detector,8,,,,
6849,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR92,FDS,Smoke detector,8,,,,
6850,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR93,FDS,Smoke Detector,8,,,,
6851,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR94,FDS,Smoke Detector,8,,,,
6852,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR95,FDS,Smoke Detector,8,,,,
6853,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR96,FDS,Smoke Detector,8,,,,
6854,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR97,FDS,Smoke Detector,7,,,,
6855,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR98,FDS,Smoke Detector,8,,,,
6856,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-BR99,FDS,Smoke Detector,8,,,,
6857,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-SF01,FDS,Manual Call Point (Indoor),8,,,,
6858,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-SF02,FDS,Manual Call Point (Indoor),8,,,,
6859,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-SF03,FDS,Manual Call Point (Indoor),8,,,,
6860,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-SF04,FDS,Manual Call Point (Indoor),8,,,,
6861,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-SF05,FDS,Manual Call Point (Indoor),8,,,,
6862,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-SF06,FDS,Manual Call Point (Indoor),8,,,,
6863,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA80-SF07,FDS,Manual Call Point (Indoor),8,,,,
6864,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR01,FDS,Smoke Detector,8,,,,
6865,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR02,FDS,Smoke Detector,8,,,,
6866,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR03,FDS,Smoke Detector,8,,,,
6867,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR04,FDS,Smoke Detector,8,,,,
6868,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR07,FDS,Smoke Detector,8,,,,
6869,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR08,FDS,Smoke Detector,8,,,,
6870,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR09,FDS,Smoke Detector,8,,,,
6871,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR10,FDS,Smoke Detector,8,,,,
6872,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR11,FDS,Smoke Detector,8,,,,
6873,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR12,FDS,Smoke Detector,8,,,,
6874,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR13,FDS,Smoke Detector,8,,,,
6875,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR14,FDS,Smoke Detector (Below False Ceiling),8,,,,
6876,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR15,FDS,Smoke Detector (Below False Ceiling),8,,,,
6877,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR16,FDS,Smoke Detector (Below False Ceiling),8,,,,
6878,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR20,FDS,Smoke Detector (Below False Ceiling),8,,,,
6879,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR21,FDS,Smoke Detector (Below False Ceiling),8,,,,
6880,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR22,FDS,Smoke Detector (Below False Ceiling),8,,,,
6881,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR23,FDS,Smoke Detector (Below False Ceiling),8,,,,
6882,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR24,FDS,Smoke Detector (Below False Ceiling),8,,,,
6883,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR25,FDS,Smoke Detector (Below False Ceiling),8,,,,
6884,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR26,FDS,Smoke Detector,8,,,,
6885,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR27,FDS,Smoke Detector (Below False Ceiling),8,,,,
6886,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR28,FDS,Smoke Detector (Below False Ceiling),8,,,,
6887,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR29,FDS,Smoke Detector,8,,,,
6888,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR30,FDS,Smoke Detector,8,,,,
6889,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR31,FDS,Smoke Detector (Below False Ceiling),8,,,,
6890,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR32,FDS,Smoke Detector (Below False Ceiling),8,,,,
6891,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR33,FDS,Smoke Detector,8,,,,
6892,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR34,FDS,Smoke Detector,8,,,,
6893,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR35,FDS,Smoke Detector (Below False Ceiling),8,,,,
6894,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR36,FDS,Smoke Detector (Below False Ceiling),8,,,,
6895,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-BR37,FDS,Smoke Detector,8,,,,
6896,99591,INS,,#HKF.BW41=731.CKA81-BR41,FDS,Smoke Sensor,8,,,,
6897,99591,INS,,#HKF.BW41=731.CKA81-BR42,FDS,Smoke Sensor,8,,,,
6898,99591,INS,,#HKF.BW41=731.CKA81-BR43,FDS,Smoke Sensor,8,,,,
6899,99591,INS,,#HKF.BW41=731.CKA81-BR44,FDS,Smoke Sensor,8,,,,
6900,99591,INS,,#HKF.BW41=731.CKA81-BR45,FDS,Smoke Sensor,8,,,,
6901,99591,INS,,#HKF.BW41=731.CKA81-BR46,FDS,Smoke Sensor,8,,,,
6902,99591,INS,,#HKF.BW41=731.CKA81-BR47,FDS,Smoke Sensor,8,,,,
6903,99591,INS,,#HKF.BW41=731.CKA81-BR48,FDS,Smoke Sensor,8,,,,
6904,99591,INS,,#HKF.BW41=731.CKA81-BR91,FDS,Smoke Detector,8,,,,
6905,99591,INS,,#HKF.BW41=731.CKA81-BR92,FDS,Smoke Detector,8,,,,
6906,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-UC01,FDS,Power Supply,8,,,,
6907,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-UH01,FDS,Aspirating Smoke Detector,8,,,,
6908,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-UH02,FDS,Aspirating Smoke Detector,8,,,,
6909,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-UH03,FDS,Aspirating Smoke Detector,8,,,,
6910,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=731.CKA81-UH04,FDS,Aspirating Smoke Detector,8,,,,
6911,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 001),FDS,ASD PIPE,5,,,,
6912,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 002),FDS,ASD PIPE,5,,,,
6913,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 003),FDS,ASD PIPE,5,,,,
6914,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 004),FDS,ASD PIPE,5,,,,
6915,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 005),FDS,ASD PIPE,5,,,,
6916,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 006),FDS,ASD PIPE,5,,,,
6917,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 007),FDS,ASD PIPE,5,,,,
6918,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 008),FDS,ASD PIPE,5,,,,
6919,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 009),FDS,ASD PIPE,5,,,,
6920,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 010),FDS,ASD PIPE,5,,,,
6921,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 011),FDS,ASD PIPE,5,,,,
6922,99591,INS,,#HKF.BW41=731.CKA81-WP01_A1 (PAG 012),FDS,ASD PIPE,5,,,,
6923,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 001),FDS,ASD PIPE,5,,,,
6924,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 002),FDS,ASD PIPE,5,,,,
6925,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 003),FDS,ASD PIPE,5,,,,
6926,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 004),FDS,ASD PIPE,5,,,,
6927,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 005),FDS,ASD PIPE,5,,,,
6928,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 006),FDS,ASD PIPE,5,,,,
6929,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 007),FDS,ASD PIPE,5,,,,
6930,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 008),FDS,ASD PIPE,5,,,,
6931,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 009),FDS,ASD PIPE,5,,,,
6932,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 010),FDS,ASD PIPE,5,,,,
6933,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 011),FDS,ASD PIPE,5,,,,
6934,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 012),FDS,ASD PIPE,5,,,,
6935,99591,INS,,#HKF.BW41=731.CKA81-WP01_A2 (PAG 013),FDS,ASD PIPE,5,,,,
6936,99591,INS,,#HKF.BW41=731.CKA81-WP01_R1 (PAG 001),FDS,ASD PIPE,5,,,,
6937,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 001),FDS,ASD PIPE,5,,,,
6938,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 002),FDS,ASD PIPE,5,,,,
6939,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 003),FDS,ASD PIPE,5,,,,
6940,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 004),FDS,ASD PIPE,5,,,,
6941,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 005),FDS,ASD PIPE,5,,,,
6942,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 006),FDS,ASD PIPE,5,,,,
6943,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 007),FDS,ASD PIPE,5,,,,
6944,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 008),FDS,ASD PIPE,5,,,,
6945,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 009),FDS,ASD PIPE,5,,,,
6946,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 010),FDS,ASD PIPE,5,,,,
6947,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 011),FDS,ASD PIPE,5,,,,
6948,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 012),FDS,ASD PIPE,5,,,,
6949,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 013),FDS,ASD PIPE,5,,,,
6950,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 014),FDS,ASD PIPE,5,,,,
6951,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 015),FDS,ASD PIPE,5,,,,
6952,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 016),FDS,ASD PIPE,5,,,,
6953,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 017),FDS,ASD PIPE,5,,,,
6954,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 018),FDS,ASD PIPE,5,,,,
6955,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 019),FDS,ASD PIPE,5,,,,
6956,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 020),FDS,ASD PIPE,5,,,,
6957,99591,INS,,#HKF.BW41=731.CKA81-WP02_A1 (PAG 021),FDS,ASD PIPE,5,,,,
6958,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 001),FDS,ASD PIPE,5,,,,
6959,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 002),FDS,ASD PIPE,5,,,,
6960,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 003),FDS,ASD PIPE,5,,,,
6961,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 004),FDS,ASD PIPE,5,,,,
6962,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 005),FDS,ASD PIPE,5,,,,
6963,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 006),FDS,ASD PIPE,5,,,,
6964,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 007),FDS,ASD PIPE,5,,,,
6965,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 008),FDS,ASD PIPE,5,,,,
6966,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 009),FDS,ASD PIPE,5,,,,
6967,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 010),FDS,ASD PIPE,5,,,,
6968,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 011),FDS,ASD PIPE,5,,,,
6969,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 012),FDS,ASD PIPE,5,,,,
6970,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 013),FDS,ASD PIPE,5,,,,
6971,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 014),FDS,ASD PIPE,5,,,,
6972,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 015),FDS,ASD PIPE,5,,,,
6973,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 016),FDS,ASD PIPE,5,,,,
6974,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 017),FDS,ASD PIPE,5,,,,
6975,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 018),FDS,ASD PIPE,5,,,,
6976,99591,INS,,#HKF.BW41=731.CKA81-WP02_A2 (PAG 019),FDS,ASD PIPE,5,,,,
6977,99591,INS,,#HKF.BW41=731.CKA81-WP02_R1 (PAG 001),FDS,ASD PIPE,5,,,,
6978,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 001),FDS,ASD PIPE,5,,,,
6979,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 002),FDS,ASD PIPE,5,,,,
6980,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 003),FDS,ASD PIPE,5,,,,
6981,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 004),FDS,ASD PIPE,5,,,,
6982,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 005),FDS,ASD PIPE,5,,,,
6983,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 006),FDS,ASD PIPE,5,,,,
6984,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 007),FDS,ASD PIPE,5,,,,
6985,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 008),FDS,ASD PIPE,5,,,,
6986,99591,INS,,#HKF.BW41=731.CKA81-WP03_A1 (PAG 009),FDS,ASD PIPE,5,,,,
6987,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 001),FDS,ASD PIPE,5,,,,
6988,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 002),FDS,ASD PIPE,5,,,,
6989,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 003),FDS,ASD PIPE,5,,,,
6990,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 004),FDS,ASD PIPE,5,,,,
6991,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 005),FDS,ASD PIPE,5,,,,
6992,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 006),FDS,ASD PIPE,5,,,,
6993,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 007),FDS,ASD PIPE,5,,,,
6994,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 008),FDS,ASD PIPE,5,,,,
6995,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 009),FDS,ASD PIPE,5,,,,
6996,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 010),FDS,ASD PIPE,5,,,,
6997,99591,INS,,#HKF.BW41=731.CKA81-WP03_A2 (PAG 011),FDS,ASD PIPE,5,,,,
6998,99591,INS,,#HKF.BW41=731.CKA81-WP03_R1 (PAG 001),FDS,ASD PIPE,5,,,,
6999,99591,INS,,#HKF.BW41=731.CKA81-WP04_A1 (PAG 001),FDS,ASD PIPE,5,,,,
7000,99591,INS,,#HKF.BW41=731.CKA81-WP04_A1 (PAG 002),FDS,ASD PIPE,5,,,,
7001,99591,INS,,#HKF.BW41=731.CKA81-WP04_A1 (PAG 003),FDS,ASD PIPE,5,,,,
7002,99591,INS,,#HKF.BW41=731.CKA81-WP04_A1 (PAG 004),FDS,ASD PIPE,5,,,,
7003,99591,INS,,#HKF.BW41=731.CKA81-WP04_A1 (PAG 005),FDS,ASD PIPE,5,,,,
